branch,back_cagr,back_days_in_market,back_calmar,back_gross_return_percent,forward_cagr,forward_days_in_market,forward_calmar,forward_gross_return_percent
rsi-7-SPXL-<-87-1-ERY,272.6073863929725,0.47666948225655165,122109026.79980804,-84.29689490565998,409.2869927495039,0.7087746422332888,153139117.3374231,-70.09314174901269
rsi-7-SPXL->-18-1-SPXS,145.2593929416906,0.5666492052655715,121006315.77743326,-73.67233787243215,116.28171086726414,0.7833035322165758,141416450.2768884,-69.026679951269
rsi-7-SPXL->-17-1-SPXS,145.2593929416906,0.5666492052655715,121006315.77743326,-73.67233787243215,110.7397522183251,0.784556665048656,133376069.84888527,-70.22564717896181
rsi-7-SPXL->-19-1-SPXS,145.2593929416906,0.5666492052655715,121006315.77743326,-73.67233787243215,116.28171086726414,0.7833035322165758,141416450.2768884,-69.026679951269
rsi-7-SPXL->-16-1-SPXS,145.2593929416906,0.5666492052655715,121006315.77743326,-73.67233787243215,110.7397522183251,0.784556665048656,133376069.84888527,-70.22564717896181
rsi-7-SPXL->-15-1-SPXS,145.2593929416906,0.5666492052655715,121006315.77743326,-73.67233787243215,110.7397522183251,0.784556665048656,133376069.84888527,-70.22564717896181
rsi-7-SPXL->-14-1-SPXS,145.2593929416906,0.5666492052655715,121006315.77743326,-73.67233787243215,123.40494267880582,0.7883160635448965,148539682.08843005,-68.17560977161163
rsi-7-SPXL->-13-1-SPXS,145.2593929416906,0.5666492052655715,121006315.77743326,-73.67233787243215,123.40494267880582,0.7883160635448965,148539682.08843005,-68.17560977161163
rsi-12-SPXL-<-83-1-ERY,330.0477176687299,0.6228287972059526,120214149.60688226,-92.59007313879904,510.5467093586879,0.8257070188175125,56649312.116095066,-77.67274476434602
rsi-12-SPXL-<-82-1-ERY,330.0477176687299,0.6228287972059526,120214149.60688226,-92.59007313879904,510.5467093586879,0.8257070188175125,56649312.116095066,-77.67274476434602
rsi-12-SPXL-<-81-1-ERY,330.0477176687299,0.6228287972059526,120214149.60688226,-92.59007313879904,510.5467093586879,0.8257070188175125,56649312.116095066,-77.67274476434602
rsi-12-SPXL-<-84-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.6263370755275,0.8301957840205635,56649314.0631905,-77.53733181875813
rsi-12-SPXL-<-85-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.6263370755275,0.8301957840205635,56649314.0631905,-77.53733181875813
rsi-12-SPXL-<-92-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-96-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-86-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.77085060744633,0.8360399398647193,56649314.84629196,-76.28372024931572
rsi-12-SPXL-<-87-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.77085060744633,0.8360399398647193,56649314.84629196,-76.28372024931572
rsi-12-SPXL-<-94-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-95-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-88-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9235637428309,0.8431827970075764,56649316.66290858,-74.50291365635049
rsi-12-SPXL-<-99-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-98-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-90-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-97-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-91-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-89-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-12-SPXL-<-93-1-ERY,330.4606044341052,0.6249414732622907,120214149.46971668,-92.18884438018561,511.9345987450506,0.8443732731980524,56649316.71224677,-74.43068394999455
rsi-9-SPXL->-14-1-ERY,930.5082189990068,0.6435979304158631,118606386.84755361,-50.2954677795612,597.8889708254098,0.8912817051097532,77315748.30294688,-66.60799594900313
rsi-9-SPXL->-13-1-ERY,930.5082189990068,0.6435979304158631,118606386.84755361,-50.2954677795612,597.8889708254098,0.8912817051097532,77315748.30294688,-66.60799594900313
rsi-9-SPXL->-15-1-ERY,930.5082189990068,0.6435979304158631,118606386.84755361,-50.2954677795612,746.7508326626617,0.8900285722776731,77320697.95985296,-65.70174114177358
rsi-9-SPXL->-16-1-ERY,930.5082189990068,0.6435979304158631,118606386.84755361,-50.2954677795612,1384.699390822189,0.888775439445593,77341909.74941179,-63.86550548588381
rsi-9-SPXL->-1-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-8-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-7-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-6-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-9-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-2-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-11-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,527.1289662363795,0.8935492788058985,77294219.57155068,-68.77926417256035
rsi-9-SPXL->-3-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-5-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-10-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-4-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,543.1409534067245,0.8948024116379788,77294751.9701241,-68.66552743001957
rsi-9-SPXL->-12-1-ERY,888.650188115355,0.6449393120389348,118593651.54165725,-53.52743526531598,527.1289662363795,0.8935492788058985,77294219.57155068,-68.77926417256035
rsi-9-SPXL->-19-1-ERY,874.2349320809541,0.6429272396043272,118589265.7000088,-57.228559321583596,1296.792276856778,0.8864511764070442,77313256.87495294,-65.75620035893989
rsi-9-SPXL->-18-1-ERY,874.2349320809541,0.6429272396043272,118589265.7000088,-57.228559321583596,1296.792276856778,0.8864511764070442,77313256.87495294,-65.75620035893989
