branch,back_period_returns,forward_period_returns
rsi-3-SPXL-<-84-1-SPXL,527.0267498107817,4.727354642018265
rsi-3-SPXL-<-85-1-SPXL,527.0267498107817,4.618679822661524
rsi-3-SPXL-<-86-1-SPXL,527.0267498107817,5.549265514054487
rsi-3-SPXL-<-87-1-SPXL,527.0267498107817,5.704852397626103
rsi-3-SPXL-<-88-1-SPXL,527.0267498107817,5.991930357599468
rsi-3-SPXL-<-89-1-SPXL,527.0267498107817,5.340225882085913
rsi-3-SPXL-<-90-1-SPXL,527.0267498107817,5.340225882085913
rsi-3-SPXL-<-91-1-SPXL,527.0267498107817,4.559965174456662
rsi-3-SPXL-<-92-1-SPXL,527.0267498107817,4.39107757540271
rsi-3-SPXL-<-93-1-SPXL,527.0267498107817,4.39107757540271
rsi-3-SPXL-<-94-1-SPXL,527.0267498107817,4.39107757540271
rsi-3-SPXL-<-95-1-SPXL,527.0267498107817,4.39107757540271
rsi-3-SPXL-<-96-1-SPXL,527.0267498107817,4.39107757540271
rsi-3-SPXL-<-97-1-SPXL,527.0267498107817,4.39107757540271
rsi-3-SPXL-<-98-1-SPXL,527.0267498107817,4.39107757540271
rsi-3-SPXL-<-99-1-SPXL,527.0267498107817,4.39107757540271
rsi-3-SPXL-<-76-1-SPXL,492.6554400405134,4.051991802620883
rsi-3-SPXL-<-77-1-SPXL,492.6554400405134,3.9876744724205526
rsi-3-SPXL-<-78-1-SPXL,492.6554400405134,3.898867884169889
rsi-3-SPXL-<-79-1-SPXL,492.6554400405134,3.898867884169889
rsi-3-SPXL-<-80-1-SPXL,492.6554400405134,3.898867884169889
rsi-9-TQQQ-<-29-1-TQQQ,448.45779220779195,2.0848381874577235
rsi-9-TQQQ-<-26-1-TQQQ,408.65384615384596,1.974517367412934
rsi-9-TQQQ-<-27-1-TQQQ,408.65384615384596,2.9204441947920277
rsi-9-TQQQ-<-28-1-TQQQ,408.65384615384596,2.5583393961376566
rsi-3-SPXL-<-26-1-SPXL,384.66491005289544,3.9612747938940154
rsi-3-SPXL-<-27-1-SPXL,384.66491005289544,3.664604065982801
rsi-3-SPXL-<-28-1-SPXL,384.66491005289544,3.561080805385299
rsi-3-SPXL-<-21-1-SPXL,366.04714418949646,2.8043295766063148
rsi-3-SPXL-<-22-1-SPXL,366.04714418949646,3.04818432239817
rsi-3-SPXL-<-17-1-SPXL,364.206181051769,4.017798218313091
rsi-3-SPXL-<-18-1-SPXL,364.206181051769,4.017798218313091
rsi-3-SPXL-<-19-1-SPXL,355.928767846047,3.661790781247373
rsi-3-SPXL-<-20-1-SPXL,355.928767846047,3.661790781247373
rsi-3-SPXL-<-29-1-SPXL,348.24781159677246,3.9766874848556197
rsi-3-SPXL-<-1-1-SPXL,346.86302957311335,3.82443313504881
rsi-3-SPXL-<-2-1-SPXL,346.86302957311335,3.82443313504881
rsi-3-SPXL-<-3-1-SPXL,346.86302957311335,3.82443313504881
rsi-3-SPXL-<-4-1-SPXL,346.86302957311335,3.82443313504881
rsi-3-SPXL-<-5-1-SPXL,346.86302957311335,3.82443313504881
rsi-3-SPXL-<-6-1-SPXL,346.86302957311335,3.82443313504881
rsi-3-SPXL-<-7-1-SPXL,346.86302957311335,3.7135800006995683
rsi-3-SPXL-<-8-1-SPXL,346.86302957311335,3.7135800006995683
rsi-3-SPXL-<-9-1-SPXL,346.86302957311335,3.7135800006995683
rsi-3-SPXL-<-10-1-SPXL,346.86302957311335,3.428987888496425
rsi-3-SPXL-<-11-1-SPXL,346.86302957311335,3.9498337447127776
rsi-3-SPXL-<-12-1-SPXL,346.86302957311335,3.950678668225877
rsi-3-SPXL-<-13-1-SPXL,346.86302957311335,3.8683495795245175
rsi-3-SPXL-<-14-1-SPXL,346.86302957311335,3.8683495795245175
rsi-3-SPXL-<-15-1-SPXL,346.86302957311335,3.808926430607116
rsi-3-SPXL-<-16-1-SPXL,346.86302957311335,3.6403898628811366
rsi-3-SPXL-<-23-1-SPXL,331.9962470555899,2.929084868757055
rsi-3-SPXL-<-24-1-SPXL,331.9962470555899,2.810016378157175
rsi-3-SPXL-<-25-1-SPXL,331.9962470555899,2.810016378157175
rsi-5-TQQQ-<-75-1-TQQQ,309.2413316237948,30.108656139540386
rsi-9-TQQQ-<-21-1-TQQQ,305.55555555555554,1.9721891231895086
rsi-9-TQQQ-<-22-1-TQQQ,305.55555555555554,2.0117047522515943
rsi-9-TQQQ-<-23-1-TQQQ,305.55555555555554,2.6302010602575026
rsi-9-TQQQ-<-24-1-TQQQ,305.55555555555554,2.256778368558976
rsi-9-TQQQ-<-25-1-TQQQ,305.55555555555554,2.2890180595383907
rsi-5-TQQQ-<-76-1-TQQQ,288.6252428488752,20.326494804799676
rsi-5-TQQQ-<-77-1-TQQQ,288.6252428488752,19.631416927145207
rsi-5-TQQQ-<-78-1-TQQQ,288.6252428488752,20.1243269625454
rsi-5-TQQQ-<-79-1-TQQQ,288.6252428488752,19.396941650646163
rsi-5-TQQQ-<-80-1-TQQQ,288.6252428488752,19.396941650646163
rsi-5-TQQQ-<-81-1-TQQQ,288.6252428488752,15.531571188823794
rsi-5-TQQQ-<-82-1-TQQQ,288.6252428488752,14.934203066176714
rsi-5-TQQQ-<-83-1-TQQQ,288.6252428488752,14.652425649833766
rsi-5-TQQQ-<-84-1-TQQQ,288.6252428488752,13.62704435570999
rsi-5-TQQQ-<-85-1-TQQQ,288.6252428488752,13.62704435570999
rsi-5-TQQQ-<-86-1-TQQQ,288.6252428488752,13.69215386382256
rsi-5-TQQQ-<-87-1-TQQQ,288.6252428488752,11.841324925834924
rsi-5-TQQQ-<-88-1-TQQQ,288.6252428488752,12.982172643312177
rsi-5-TQQQ-<-89-1-TQQQ,288.6252428488752,12.7008672799223
rsi-5-TQQQ-<-90-1-TQQQ,288.6252428488752,12.7008672799223
rsi-5-TQQQ-<-91-1-TQQQ,288.6252428488752,12.7008672799223
rsi-5-TQQQ-<-92-1-TQQQ,288.6252428488752,12.7008672799223
rsi-5-TQQQ-<-93-1-TQQQ,288.6252428488752,12.239017560652398
rsi-5-TQQQ-<-94-1-TQQQ,288.6252428488752,12.945114727613111
rsi-5-TQQQ-<-95-1-TQQQ,288.6252428488752,12.945114727613111
rsi-5-TQQQ-<-96-1-TQQQ,288.6252428488752,12.945114727613111
rsi-5-TQQQ-<-97-1-TQQQ,288.6252428488752,12.945114727613111
rsi-5-TQQQ-<-98-1-TQQQ,288.6252428488752,12.945114727613111
rsi-5-TQQQ-<-99-1-TQQQ,288.6252428488752,12.945114727613111
rsi-6-TQQQ-<-21-1-TQQQ,264.8682336182335,3.1937012765020203
rsi-6-TQQQ-<-22-1-TQQQ,264.8682336182335,3.06924267409837
rsi-6-TQQQ-<-23-1-TQQQ,264.8682336182335,3.017249703834337
rsi-6-TQQQ-<-24-1-TQQQ,264.8682336182335,3.8915740406513337
rsi-6-TQQQ-<-25-1-TQQQ,264.8682336182335,3.8915740406513337
rsi-6-TQQQ-<-17-1-TQQQ,242.79588081671403,2.6155388085011038
rsi-6-TQQQ-<-18-1-TQQQ,242.79588081671403,2.6155388085011038
rsi-6-TQQQ-<-19-1-TQQQ,242.79588081671403,2.794980622514635
rsi-6-TQQQ-<-20-1-TQQQ,242.79588081671403,2.794980622514635
rsi-6-TQQQ-<-29-1-TQQQ,240.43310609508814,2.776159644427111
rsi-4-SPXL-<-29-1-SPXL,234.46981636362779,5.396604357003798
rsi-5-TQQQ-<-21-1-TQQQ,231.18131868131857,2.384932815334934
rsi-5-TQQQ-<-22-1-TQQQ,231.18131868131857,2.6017448894562913
rsi-5-TQQQ-<-23-1-TQQQ,231.18131868131857,2.9910288559452205
rsi-5-TQQQ-<-24-1-TQQQ,231.18131868131857,2.8472177715583604
rsi-5-TQQQ-<-25-1-TQQQ,231.18131868131857,2.8472177715583604
rsi-9-TQQQ-<-17-1-TQQQ,226.33744855967078,1.7640142165269204
rsi-9-TQQQ-<-18-1-TQQQ,226.33744855967078,1.9691321486812134
rsi-9-TQQQ-<-19-1-TQQQ,226.33744855967078,2.282018243831556
rsi-9-TQQQ-<-20-1-TQQQ,226.33744855967078,2.252381643262315
rsi-7-TQQQ-<-29-1-TQQQ,225.52180673142945,1.1278805074073177
rsi-4-SPXL-<-26-1-SPXL,217.08090653761707,3.798249128482466
rsi-4-SPXL-<-27-1-SPXL,217.08090653761707,3.863655695429049
rsi-4-SPXL-<-28-1-SPXL,217.08090653761707,4.2587671507404865
rsi-8-TQQQ-<-75-1-TQQQ,213.74760841836698,10.552691504181618
rsi-8-TQQQ-<-29-1-TQQQ,210.16483516483504,5.205731191312359
rsi-6-TQQQ-<-26-1-TQQQ,208.37535861574304,4.217949947460205
rsi-6-TQQQ-<-27-1-TQQQ,208.37535861574304,3.714039668806479
rsi-6-TQQQ-<-28-1-TQQQ,208.37535861574304,3.708512824061232
rsi-6-TQQQ-<-1-1-TQQQ,204.95756172839495,1.3766222709096516
rsi-6-TQQQ-<-2-1-TQQQ,204.95756172839495,1.3766222709096516
rsi-6-TQQQ-<-3-1-TQQQ,204.95756172839495,1.3766222709096516
rsi-6-TQQQ-<-4-1-TQQQ,204.95756172839495,1.3766222709096516
rsi-6-TQQQ-<-5-1-TQQQ,204.95756172839495,1.4012048114616096
rsi-6-TQQQ-<-6-1-TQQQ,204.95756172839495,1.4012048114616096
rsi-6-TQQQ-<-7-1-TQQQ,204.95756172839495,1.7437715437699681
rsi-6-TQQQ-<-8-1-TQQQ,204.95756172839495,1.993663654517382
rsi-6-TQQQ-<-9-1-TQQQ,204.95756172839495,1.993663654517382
rsi-6-TQQQ-<-10-1-TQQQ,204.95756172839495,1.8203015976028272
rsi-6-TQQQ-<-11-1-TQQQ,204.95756172839495,1.7068828057521888
rsi-6-TQQQ-<-12-1-TQQQ,204.95756172839495,1.4294789279076994
rsi-6-TQQQ-<-13-1-TQQQ,204.95756172839495,1.498689924520007
rsi-6-TQQQ-<-14-1-TQQQ,204.95756172839495,1.933199534086005
rsi-6-TQQQ-<-15-1-TQQQ,204.95756172839495,2.2759080376340433
rsi-6-TQQQ-<-16-1-TQQQ,204.95756172839495,2.6831757917369776
rsi-5-TQQQ-<-26-1-TQQQ,198.6714457417582,5.297935218942706
rsi-5-TQQQ-<-27-1-TQQQ,198.6714457417582,4.858106634728595
rsi-5-TQQQ-<-28-1-TQQQ,198.6714457417582,4.07324597550233
rsi-5-TQQQ-<-29-1-TQQQ,198.6714457417582,2.793914253002322
rsi-8-TQQQ-<-76-1-TQQQ,197.30548469387722,14.107588317075837
rsi-8-TQQQ-<-77-1-TQQQ,197.30548469387722,11.891051545469276
rsi-8-TQQQ-<-78-1-TQQQ,197.30548469387722,10.372993106124337
rsi-8-TQQQ-<-79-1-TQQQ,197.30548469387722,10.900433433554383
rsi-8-TQQQ-<-80-1-TQQQ,197.30548469387722,10.900433433554383
rsi-5-TQQQ-<-17-1-TQQQ,196.77933673469383,2.8814422211217017
rsi-5-TQQQ-<-18-1-TQQQ,196.77933673469383,2.8814422211217017
rsi-5-TQQQ-<-19-1-TQQQ,196.77933673469383,2.4696361036863914
rsi-5-TQQQ-<-20-1-TQQQ,196.77933673469383,2.4696361036863914
rsi-9-TQQQ-<-15-1-TQQQ,192.65628061924357,1.9276597661468389
rsi-9-TQQQ-<-16-1-TQQQ,192.65628061924357,2.013467818432998
rsi-7-TQQQ-<-17-1-TQQQ,190.76819207027532,1.7835371389452572
rsi-7-TQQQ-<-18-1-TQQQ,190.76819207027532,1.7835371389452572
rsi-7-TQQQ-<-19-1-TQQQ,190.76819207027532,1.5902282999726192
rsi-7-TQQQ-<-20-1-TQQQ,190.76819207027532,1.5266191679737142
rsi-7-TQQQ-<-21-1-TQQQ,189.19159544159535,1.727753716212359
rsi-7-TQQQ-<-22-1-TQQQ,189.19159544159535,1.6329234850428869
rsi-7-TQQQ-<-23-1-TQQQ,189.19159544159535,1.533533957999399
rsi-7-TQQQ-<-24-1-TQQQ,189.19159544159535,1.4857901987375537
rsi-7-TQQQ-<-25-1-TQQQ,189.19159544159535,1.4857901987375537
rsi-8-TQQQ-<-26-1-TQQQ,188.60946745562123,4.195667486754778
rsi-8-TQQQ-<-27-1-TQQQ,188.60946745562123,5.383567967255731
rsi-8-TQQQ-<-28-1-TQQQ,188.60946745562123,5.492867333226238
rsi-8-SPXL-<-76-1-SPXL,186.28500361592526,4.105390553665788
rsi-8-SPXL-<-77-1-SPXL,186.28500361592526,4.018562966051482
rsi-8-TQQQ-<-81-1-TQQQ,183.21223578717166,10.010122984341844
rsi-8-TQQQ-<-82-1-TQQQ,183.21223578717166,9.46271400999421
rsi-8-TQQQ-<-83-1-TQQQ,183.21223578717166,9.46271400999421
rsi-8-TQQQ-<-84-1-TQQQ,183.21223578717166,8.526105659166184
rsi-8-TQQQ-<-85-1-TQQQ,183.21223578717166,8.89151018741616
rsi-8-TQQQ-<-86-1-TQQQ,183.21223578717166,8.017165391157402
rsi-8-TQQQ-<-87-1-TQQQ,183.21223578717166,8.017165391157402
rsi-8-TQQQ-<-88-1-TQQQ,183.21223578717166,9.10189786227746
rsi-8-TQQQ-<-89-1-TQQQ,183.21223578717166,9.55699275539134
rsi-8-TQQQ-<-90-1-TQQQ,183.21223578717166,9.55699275539134
rsi-8-TQQQ-<-91-1-TQQQ,183.21223578717166,8.139149748544241
rsi-8-TQQQ-<-92-1-TQQQ,183.21223578717166,7.818859133439487
rsi-8-TQQQ-<-93-1-TQQQ,183.21223578717166,7.818859133439487
rsi-8-TQQQ-<-94-1-TQQQ,183.21223578717166,7.818859133439487
rsi-8-TQQQ-<-95-1-TQQQ,183.21223578717166,7.818859133439487
rsi-8-TQQQ-<-96-1-TQQQ,183.21223578717166,7.818859133439487
rsi-8-TQQQ-<-97-1-TQQQ,183.21223578717166,7.818859133439487
rsi-8-TQQQ-<-98-1-TQQQ,183.21223578717166,7.818859133439487
rsi-8-TQQQ-<-99-1-TQQQ,183.21223578717166,7.818859133439487
rsi-8-SPXL-<-75-1-SPXL,183.17358681180465,4.071956562197474
rsi-5-SPXL-<-75-1-SPXL,181.516943030543,4.995817742926296
rsi-5-TQQQ-<-1-1-TQQQ,178.89030612244898,2.409233902122241
rsi-5-TQQQ-<-2-1-TQQQ,178.89030612244898,2.409233902122241
rsi-5-TQQQ-<-3-1-TQQQ,178.89030612244898,2.409233902122241
rsi-5-TQQQ-<-4-1-TQQQ,178.89030612244898,2.409233902122241
rsi-5-TQQQ-<-5-1-TQQQ,178.89030612244898,2.409233902122241
rsi-5-TQQQ-<-6-1-TQQQ,178.89030612244898,2.2117557134236954
rsi-5-TQQQ-<-7-1-TQQQ,178.89030612244898,2.0496590335336413
rsi-5-TQQQ-<-8-1-TQQQ,178.89030612244898,1.9723134096267114
rsi-5-TQQQ-<-9-1-TQQQ,178.89030612244898,2.7790127402069142
rsi-5-TQQQ-<-10-1-TQQQ,178.89030612244898,2.7790127402069142
rsi-5-TQQQ-<-11-1-TQQQ,178.89030612244898,2.547428345189672
rsi-5-TQQQ-<-12-1-TQQQ,178.89030612244898,2.2639681454576843
rsi-5-TQQQ-<-13-1-TQQQ,178.89030612244898,2.0797695537414524
rsi-5-TQQQ-<-14-1-TQQQ,178.89030612244898,1.9822803559098214
rsi-5-TQQQ-<-15-1-TQQQ,178.89030612244898,1.7695514240593662
rsi-5-TQQQ-<-16-1-TQQQ,178.89030612244898,2.4892254481983427
rsi-7-TQQQ-<-26-1-TQQQ,175.40584968000076,1.813313958523435
rsi-7-TQQQ-<-27-1-TQQQ,175.40584968000076,1.848253460143401
rsi-7-TQQQ-<-28-1-TQQQ,175.40584968000076,1.5624677415054158
rsi-9-TQQQ-<-1-1-TQQQ,175.1420732902214,1.193854251012146
rsi-9-TQQQ-<-2-1-TQQQ,175.1420732902214,1.193854251012146
rsi-9-TQQQ-<-3-1-TQQQ,175.1420732902214,1.193854251012146
rsi-9-TQQQ-<-4-1-TQQQ,175.1420732902214,1.193854251012146
rsi-9-TQQQ-<-5-1-TQQQ,175.1420732902214,1.193854251012146
rsi-9-TQQQ-<-6-1-TQQQ,175.1420732902214,1.193854251012146
rsi-9-TQQQ-<-7-1-TQQQ,175.1420732902214,1.193854251012146
rsi-9-TQQQ-<-8-1-TQQQ,175.1420732902214,1.1488031472003668
rsi-9-TQQQ-<-9-1-TQQQ,175.1420732902214,1.2614309067298146
rsi-9-TQQQ-<-10-1-TQQQ,175.1420732902214,1.2614309067298146
rsi-9-TQQQ-<-11-1-TQQQ,175.1420732902214,1.2614309067298146
rsi-9-TQQQ-<-12-1-TQQQ,175.1420732902214,1.35263730807425
rsi-9-TQQQ-<-13-1-TQQQ,175.1420732902214,1.6383592302926202
rsi-9-TQQQ-<-14-1-TQQQ,175.1420732902214,1.7163763364970304
rsi-8-SPXL-<-81-1-SPXL,174.642339443473,4.137983149938695
rsi-8-SPXL-<-78-1-SPXL,174.1359816409736,4.540440182757644
rsi-8-SPXL-<-79-1-SPXL,174.1359816409736,4.437622243836504
rsi-8-SPXL-<-80-1-SPXL,174.1359816409736,4.406805422698749
rsi-8-SPXL-<-84-1-SPXL,169.35691484821012,3.4749254963454397
rsi-8-SPXL-<-85-1-SPXL,169.35691484821012,4.157411184915482
rsi-5-SPXL-<-29-1-SPXL,168.69070425408327,2.710264963238883
rsi-8-TQQQ-<-17-1-TQQQ,167.14150047483378,2.3867912343329634
rsi-8-TQQQ-<-18-1-TQQQ,167.14150047483378,2.3159007512432632
rsi-8-TQQQ-<-19-1-TQQQ,167.14150047483378,2.4414712106449215
rsi-8-TQQQ-<-20-1-TQQQ,167.14150047483378,2.9834986866833995
rsi-5-SPXL-<-76-1-SPXL,165.85736248869603,6.060925289108561
rsi-5-SPXL-<-77-1-SPXL,165.85736248869603,6.013489464830741
rsi-5-SPXL-<-78-1-SPXL,165.85736248869603,6.810887970220099
rsi-5-SPXL-<-79-1-SPXL,165.85736248869603,6.994966023469289
rsi-5-SPXL-<-80-1-SPXL,165.85736248869603,6.994966023469289
rsi-5-SPXL-<-84-1-SPXL,165.55161822106103,4.374898128212417
rsi-5-SPXL-<-85-1-SPXL,165.55161822106103,4.411054311090207
rsi-8-SPXL-<-86-1-SPXL,165.50789405620534,3.843941338263346
rsi-8-SPXL-<-87-1-SPXL,165.50789405620534,4.209046877560763
rsi-8-SPXL-<-88-1-SPXL,165.50789405620534,4.2761386261258325
rsi-8-SPXL-<-89-1-SPXL,165.50789405620534,4.224367077375655
rsi-8-SPXL-<-90-1-SPXL,165.50789405620534,4.224367077375655
rsi-8-SPXL-<-91-1-SPXL,161.98644950181796,4.08906463329669
rsi-8-SPXL-<-92-1-SPXL,161.98644950181796,3.942345178232303
rsi-8-SPXL-<-93-1-SPXL,161.98644950181796,3.821504954373913
rsi-8-SPXL-<-94-1-SPXL,161.98644950181796,3.821504954373913
rsi-8-SPXL-<-95-1-SPXL,161.98644950181796,3.821504954373913
rsi-8-SPXL-<-96-1-SPXL,161.98644950181796,3.821504954373913
rsi-8-SPXL-<-97-1-SPXL,161.98644950181796,3.821504954373913
rsi-8-SPXL-<-98-1-SPXL,161.98644950181796,3.821504954373913
rsi-8-SPXL-<-99-1-SPXL,161.98644950181796,3.821504954373913
rsi-7-TQQQ-<-1-1-TQQQ,161.03808421516746,1.1326672125950974
rsi-7-TQQQ-<-2-1-TQQQ,161.03808421516746,1.1326672125950974
rsi-7-TQQQ-<-3-1-TQQQ,161.03808421516746,1.1326672125950974
rsi-7-TQQQ-<-4-1-TQQQ,161.03808421516746,1.1326672125950974
rsi-7-TQQQ-<-5-1-TQQQ,161.03808421516746,1.1326672125950974
rsi-7-TQQQ-<-6-1-TQQQ,161.03808421516746,1.1967804510438766
rsi-7-TQQQ-<-7-1-TQQQ,161.03808421516746,1.1967804510438766
rsi-7-TQQQ-<-8-1-TQQQ,161.03808421516746,1.3740469146238385
rsi-7-TQQQ-<-9-1-TQQQ,161.03808421516746,1.3004372584832755
rsi-7-TQQQ-<-10-1-TQQQ,161.03808421516746,1.3569780088521133
rsi-7-TQQQ-<-11-1-TQQQ,161.03808421516746,1.4022106091471838
rsi-7-TQQQ-<-12-1-TQQQ,161.03808421516746,1.531492438359336
rsi-7-TQQQ-<-13-1-TQQQ,161.03808421516746,1.4955980843352896
rsi-7-TQQQ-<-14-1-TQQQ,161.03808421516746,1.4890178287788174
rsi-7-TQQQ-<-15-1-TQQQ,161.03808421516746,1.8816210516479819
rsi-7-TQQQ-<-16-1-TQQQ,161.03808421516746,1.8816210516479819
rsi-5-SPXL-<-28-1-SPXL,160.4618894124207,3.8628048980084158
rsi-8-SPXL-<-82-1-SPXL,159.456049057084,3.57398476010273
rsi-8-SPXL-<-83-1-SPXL,159.456049057084,3.6028072178454935
rsi-5-SPXL-<-81-1-SPXL,158.50686850952656,6.523501776632576
rsi-5-SPXL-<-82-1-SPXL,158.50686850952656,5.414055241587956
rsi-5-SPXL-<-83-1-SPXL,158.50686850952656,5.414055241587956
rsi-5-SPXL-<-86-1-SPXL,157.94491938422266,4.271810676698959
rsi-5-SPXL-<-87-1-SPXL,157.94491938422266,4.159394606259515
rsi-5-SPXL-<-88-1-SPXL,157.94491938422266,3.9280526809503185
rsi-5-SPXL-<-89-1-SPXL,157.94491938422266,4.017297732521192
rsi-5-SPXL-<-90-1-SPXL,157.94491938422266,3.9968552629224727
